PLAYLIST_ID,PLAY_TYPE,AIRDATE,ALBUM,ARTIST,SONG,SHOW_ID,PROGRAM_ID,PROGRAM_NAME,PROGRAM_TAGS,HOST_NAMES,TAGLINE,START_TIME,RELEASE_DATE
2995963,"trackplay","2022-01-29 03:02:42.000 -0800","Man","Fiokee","I Cannot ft Yemi Alade",52740,35,"Overnight Afrobeats","Afrobeat","[""Lace Cadence""]","Fresh Afrobeats with @LaceCadence & @KokobakaPapi.","2022-01-29 01:00:36.000 -0800","2021-01-01"
2995962,"trackplay","2022-01-29 02:59:21.000 -0800","Fokus","LipsyBaby","Fokus",52740,35,"Overnight Afrobeats","Afrobeat","[""Lace Cadence""]","Fresh Afrobeats with @LaceCadence & @KokobakaPapi.","2022-01-29 01:00:36.000 -0800","2022-01-22"
2995961,"trackplay","2022-01-29 02:57:00.000 -0800","Abuso","Dotorato Pro","Abuso",52740,35,"Overnight Afrobeats","Afrobeat","[""Lace Cadence""]","Fresh Afrobeats with @LaceCadence & @KokobakaPapi.","2022-01-29 01:00:36.000 -0800","\N"
2995960,"trackplay","2022-01-29 02:54:55.000 -0800","Cram","Jaido P","Cram",52740,35,"Overnight Afrobeats","Afrobeat","[""Lace Cadence""]","Fresh Afrobeats with @LaceCadence & @KokobakaPapi.","2022-01-29 01:00:36.000 -0800","2021-11-17"
2995959,"trackplay","2022-01-29 02:52:05.000 -0800","Ona","Toofan","Ona",52740,35,"Overnight Afrobeats","Afrobeat","[""Lace Cadence""]","Fresh Afrobeats with @LaceCadence & @KokobakaPapi.","2022-01-29 01:00:36.000 -0800","2021-12-17"
2995958,"trackplay","2022-01-29 02:49:04.000 -0800","No Face No Case","A-Star, Azola Dlamini","No Face No Case",52740,35,"Overnight Afrobeats","Afrobeat","[""Lace Cadence""]","Fresh Afrobeats with @LaceCadence & @KokobakaPapi.","2022-01-29 01:00:36.000 -0800","2021-08-27"
2995957,"trackplay","2022-01-29 02:46:36.000 -0800","Southy Love","Peruzzi, Fireboy DML","Southy Love",52740,35,"Overnight Afrobeats","Afrobeat","[""Lace Cadence""]","Fresh Afrobeats with @LaceCadence & @KokobakaPapi.","2022-01-29 01:00:36.000 -0800","2020-12-05"
2995955,"trackplay","2022-01-29 02:42:31.000 -0800","Oga","Falz, Bontle Smith, Sayfar","Oga",52740,35,"Overnight Afrobeats","Afrobeat","[""Lace Cadence""]","Fresh Afrobeats with @LaceCadence & @KokobakaPapi.","2022-01-29 01:00:36.000 -0800","2021-11-19"
2995954,"trackplay","2022-01-29 02:40:42.000 -0800","Excuse Me (Rock You)","Crayon, Toby Shang","Excuse Me (Rock You)",52740,35,"Overnight Afrobeats","Afrobeat","[""Lace Cadence""]","Fresh Afrobeats with @LaceCadence & @KokobakaPapi.","2022-01-29 01:00:36.000 -0800","2021-12-03"
2995953,"trackplay","2022-01-29 02:38:32.000 -0800","MASTA GROOVE","Masterkraft, Sarkodie, Larry Gaaga","Shake Body",52740,35,"Overnight Afrobeats","Afrobeat","[""Lace Cadence""]","Fresh Afrobeats with @LaceCadence & @KokobakaPapi.","2022-01-29 01:00:36.000 -0800","2021-07-21"
2995952,"trackplay","2022-01-29 02:36:30.000 -0800","Baddest Boy (Remix)","Skiibii, Davido","Baddest Boy",52740,35,"Overnight Afrobeats","Afrobeat","[""Lace Cadence""]","Fresh Afrobeats with @LaceCadence & @KokobakaPapi.","2022-01-29 01:00:36.000 -0800","2022-01-21"
2995951,"trackplay","2022-01-29 02:34:10.000 -0800","Pempe","Yemi Alade, Seyi Shay","Pempe",52740,35,"Overnight Afrobeats","Afrobeat","[""Lace Cadence""]","Fresh Afrobeats with @LaceCadence & @KokobakaPapi.","2022-01-29 01:00:36.000 -0800","2021-05-11"
2995950,"trackplay","2022-01-29 02:31:43.000 -0800","Sounds of My World","Juls, Haile","Makossa Riddim",52740,35,"Overnight Afrobeats","Afrobeat","[""Lace Cadence""]","Fresh Afrobeats with @LaceCadence & @KokobakaPapi.","2022-01-29 01:00:36.000 -0800","2021-10-08"
2995949,"trackplay","2022-01-29 02:28:52.000 -0800","Meliza","DJ Flex","Meliza",52740,35,"Overnight Afrobeats","Afrobeat","[""Lace Cadence""]","Fresh Afrobeats with @LaceCadence & @KokobakaPapi.","2022-01-29 01:00:36.000 -0800","\N"
2995948,"trackplay","2022-01-29 02:26:30.000 -0800","Inside Me","Kwamz","Inside Me",52740,35,"Overnight Afrobeats","Afrobeat","[""Lace Cadence""]","Fresh Afrobeats with @LaceCadence & @KokobakaPapi.","2022-01-29 01:00:36.000 -0800","2022-01-22"
2995947,"trackplay","2022-01-29 02:23:56.000 -0800","Me Vs You 2","Ghetto Boy","Yesterday",52740,35,"Overnight Afrobeats","Afrobeat","[""Lace Cadence""]","Fresh Afrobeats with @LaceCadence & @KokobakaPapi.","2022-01-29 01:00:36.000 -0800","2020-11-06"
2995945,"trackplay","2022-01-29 02:18:32.000 -0800","Rosemary","Savage, Victony","Rosemary",52740,35,"Overnight Afrobeats","Afrobeat","[""Lace Cadence""]","Fresh Afrobeats with @LaceCadence & @KokobakaPapi.","2022-01-29 01:00:36.000 -0800","2021-09-23"
2995944,"trackplay","2022-01-29 02:16:32.000 -0800","Madina  To The Universe","M.anifest, Adekunle Gold","Game Over",52740,35,"Overnight Afrobeats","Afrobeat","[""Lace Cadence""]","Fresh Afrobeats with @LaceCadence & @KokobakaPapi.","2022-01-29 01:00:36.000 -0800","2021-11-18"
2995943,"trackplay","2022-01-29 02:14:31.000 -0800","Colours","Kid AlpHa","Colours",52740,35,"Overnight Afrobeats","Afrobeat","[""Lace Cadence""]","Fresh Afrobeats with @LaceCadence & @KokobakaPapi.","2022-01-29 01:00:36.000 -0800","2021-04-23"
2995942,"trackplay","2022-01-29 02:12:01.000 -0800","Diamond in the rough","Ceeza Milli, Wizkid","Shayo",52740,35,"Overnight Afrobeats","Afrobeat","[""Lace Cadence""]","Fresh Afrobeats with @LaceCadence & @KokobakaPapi.","2022-01-29 01:00:36.000 -0800","\N"
2995941,"trackplay","2022-01-29 02:09:23.000 -0800","Made in Lagos","Wizkid","Anoti",52740,35,"Overnight Afrobeats","Afrobeat","[""Lace Cadence""]","Fresh Afrobeats with @LaceCadence & @KokobakaPapi.","2022-01-29 01:00:36.000 -0800","2020-10-29"
2995940,"trackplay","2022-01-29 02:05:51.000 -0800","GOWON","Fije","OMO",52740,35,"Overnight Afrobeats","Afrobeat","[""Lace Cadence""]","Fresh Afrobeats with @LaceCadence & @KokobakaPapi.","2022-01-29 01:00:36.000 -0800","\N"
2995939,"trackplay","2022-01-29 02:02:47.000 -0800","CLOUD 9","SPINALL, Adekunle Gold","CLOUD 9",52740,35,"Overnight Afrobeats","Afrobeat","[""Lace Cadence""]","Fresh Afrobeats with @LaceCadence & @KokobakaPapi.","2022-01-29 01:00:36.000 -0800","2021-12-03"
2995937,"trackplay","2022-01-29 01:55:54.000 -0800","Gros bébé","Naza feat. Niska","Joli bébé",52740,35,"Overnight Afrobeats","Afrobeat","[""Lace Cadence""]","Fresh Afrobeats with @LaceCadence & @KokobakaPapi.","2022-01-29 01:00:36.000 -0800","2020-11-13"
2995936,"trackplay","2022-01-29 01:54:23.000 -0800","\N","Melvitto","Santorini Coffee",52740,35,"Overnight Afrobeats","Afrobeat","[""Lace Cadence""]","Fresh Afrobeats with @LaceCadence & @KokobakaPapi.","2022-01-29 01:00:36.000 -0800","\N"
2995935,"trackplay","2022-01-29 01:51:06.000 -0800","Chief","Kofi Olomide, Tiwa Savage","Chief",52740,35,"Overnight Afrobeats","Afrobeat","[""Lace Cadence""]","Fresh Afrobeats with @LaceCadence & @KokobakaPapi.","2022-01-29 01:00:36.000 -0800","2021-11-26"
2995934,"trackplay","2022-01-29 01:49:31.000 -0800","Whine","DJames, Alpha P","Whine",52740,35,"Overnight Afrobeats","Afrobeat","[""Lace Cadence""]","Fresh Afrobeats with @LaceCadence & @KokobakaPapi.","2022-01-29 01:00:36.000 -0800","2021-11-26"
2995933,"trackplay","2022-01-29 01:46:47.000 -0800","Sokoma","Blaq Jerzee, Marioo, Eddy Kenzo","Sokoma",52740,35,"Overnight Afrobeats","Afrobeat","[""Lace Cadence""]","Fresh Afrobeats with @LaceCadence & @KokobakaPapi.","2022-01-29 01:00:36.000 -0800","2021-04-30"
2995932,"trackplay","2022-01-29 01:43:26.000 -0800","19 & Dangerous","Ayra Starr, Ckay","Beggie Beggie",52740,35,"Overnight Afrobeats","Afrobeat","[""Lace Cadence""]","Fresh Afrobeats with @LaceCadence & @KokobakaPapi.","2022-01-29 01:00:36.000 -0800","2021-08-06"
2995931,"trackplay","2022-01-29 01:40:02.000 -0800","Back 2 Basics","R2Bees, Wizkid","Tinkerbell",52740,35,"Overnight Afrobeats","Afrobeat","[""Lace Cadence""]","Fresh Afrobeats with @LaceCadence & @KokobakaPapi.","2022-01-29 01:00:36.000 -0800","2021-11-25"
2995929,"trackplay","2022-01-29 01:34:35.000 -0800","Skata","Jess ETA","Skata",52740,35,"Overnight Afrobeats","Afrobeat","[""Lace Cadence""]","Fresh Afrobeats with @LaceCadence & @KokobakaPapi.","2022-01-29 01:00:36.000 -0800","2021-11-12"
2995928,"trackplay","2022-01-29 01:31:09.000 -0800","Mentor","DJ Flex","Mentor",52740,35,"Overnight Afrobeats","Afrobeat","[""Lace Cadence""]","Fresh Afrobeats with @LaceCadence & @KokobakaPapi.","2022-01-29 01:00:36.000 -0800","\N"
2995927,"trackplay","2022-01-29 01:29:00.000 -0800","High Tension 2.0","Dangbana Republik, Bella Shmurda","World",52740,35,"Overnight Afrobeats","Afrobeat","[""Lace Cadence""]","Fresh Afrobeats with @LaceCadence & @KokobakaPapi.","2022-01-29 01:00:36.000 -0800","2021-07-09"
2995926,"trackplay","2022-01-29 01:26:50.000 -0800","Medicine","Ceeza Milli","Medicine",52740,35,"Overnight Afrobeats","Afrobeat","[""Lace Cadence""]","Fresh Afrobeats with @LaceCadence & @KokobakaPapi.","2022-01-29 01:00:36.000 -0800","2021-10-21"
2995925,"trackplay","2022-01-29 01:24:27.000 -0800","rearrange","Ragz Originale, Prettyboy D-O","rearrange",52740,35,"Overnight Afrobeats","Afrobeat","[""Lace Cadence""]","Fresh Afrobeats with @LaceCadence & @KokobakaPapi.","2022-01-29 01:00:36.000 -0800","2021-10-02"
2995923,"trackplay","2022-01-29 01:19:28.000 -0800","My Bella","BenjiFlow, Oxlade","My Bella",52740,35,"Overnight Afrobeats","Afrobeat","[""Lace Cadence""]","Fresh Afrobeats with @LaceCadence & @KokobakaPapi.","2022-01-29 01:00:36.000 -0800","2021-10-06"
2995922,"trackplay","2022-01-29 01:17:23.000 -0800","All The Time","Tmaro, Femi Jaye","All The Time",52740,35,"Overnight Afrobeats","Afrobeat","[""Lace Cadence""]","Fresh Afrobeats with @LaceCadence & @KokobakaPapi.","2022-01-29 01:00:36.000 -0800","2021-12-17"
2995921,"trackplay","2022-01-29 01:14:16.000 -0800","Hopeless Romantic","Tomi Thomas","Hopeless Romantic",52740,35,"Overnight Afrobeats","Afrobeat","[""Lace Cadence""]","Fresh Afrobeats with @LaceCadence & @KokobakaPapi.","2022-01-29 01:00:36.000 -0800","2021-06-03"
2995920,"trackplay","2022-01-29 01:12:05.000 -0800","Money & Laughter","Amaarae, BOJ, Zamir","Money & Laughter",52740,35,"Overnight Afrobeats","Afrobeat","[""Lace Cadence""]","Fresh Afrobeats with @LaceCadence & @KokobakaPapi.","2022-01-29 01:00:36.000 -0800","2021-07-21"
2995919,"trackplay","2022-01-29 01:09:46.000 -0800","Sorry I’m Late","Buju","Something Sweet",52740,35,"Overnight Afrobeats","Afrobeat","[""Lace Cadence""]","Fresh Afrobeats with @LaceCadence & @KokobakaPapi.","2022-01-29 01:00:36.000 -0800","2021-10-27"
2995918,"trackplay","2022-01-29 01:05:28.000 -0800","Fela's London Scene","Fela Kuti & Afrika 70","Buy Africa",52740,35,"Overnight Afrobeats","Afrobeat","[""Lace Cadence""]","Fresh Afrobeats with @LaceCadence & @KokobakaPapi.","2022-01-29 01:00:36.000 -0800","1971-01-01"
2995917,"trackplay","2022-01-29 01:01:13.000 -0800","Last Dance","A-Star, Anguesomo","Last Dance",52738,12,"Street Sounds","Hip Hop","[""Vitamin D""]","","2022-01-28 21:57:35.000 -0800","2021-07-30"
2995916,"trackplay","2022-01-29 00:53:35.000 -0800","\N","Abstract Tribe Unique","Strenth of A.T.U.",52738,12,"Street Sounds","Hip Hop","[""Vitamin D""]","","2022-01-28 21:57:35.000 -0800","\N"
2995915,"trackplay","2022-01-29 00:31:19.000 -0800","Soundpieces: Da Antidote!","Lootpack feat. Dilated Peoples","Long Awaited",52738,12,"Street Sounds","Hip Hop","[""Vitamin D""]","","2022-01-28 21:57:35.000 -0800","1999-06-29"
2995914,"trackplay","2022-01-29 00:49:13.000 -0800","\N","Xzibit","What U See",52738,12,"Street Sounds","Hip Hop","[""Vitamin D""]","","2022-01-28 21:57:35.000 -0800","\N"
2995913,"trackplay","2022-01-29 00:35:36.000 -0800","21 & Over","Tha Alkaholiks","Only When I’m Drunk",52738,12,"Street Sounds","Hip Hop","[""Vitamin D""]","","2022-01-28 21:57:35.000 -0800","1993-08-24"
2995912,"trackplay","2022-01-29 00:41:43.000 -0800","L.A. Takedown: JR5 The Compilation 1992 - 2003","Jurassic 5","Improvise",52738,12,"Street Sounds","Hip Hop","[""Vitamin D""]","","2022-01-28 21:57:35.000 -0800","2004-01-01"
2995911,"trackplay","2022-01-29 00:46:18.000 -0800","Still in Training","Planet Asia","Rock tha Mic (Walt Liquor)",52738,12,"Street Sounds","Hip Hop","[""Vitamin D""]","","2022-01-28 21:57:35.000 -0800","2002-01-01"
2995910,"trackplay","2022-01-29 00:22:07.000 -0800","Ruff Rhymes","King Tee feat. Tha Alkaholiks","Got It Bad Y'all",52738,12,"Street Sounds","Hip Hop","[""Vitamin D""]","","2022-01-28 21:57:35.000 -0800","1998-11-03"
2995909,"trackplay","2022-01-29 00:19:10.000 -0800","The Platform","Dilated Peoples","Triple Optics",52738,12,"Street Sounds","Hip Hop","[""Vitamin D""]","","2022-01-28 21:57:35.000 -0800","2000-05-20"
2995908,"trackplay","2022-01-29 00:15:11.000 -0800","Jurassick! (Freestyles and Rarities)","Jurassic 5","Unified Rebellion",52738,12,"Street Sounds","Hip Hop","[""Vitamin D""]","","2022-01-28 21:57:35.000 -0800","2004-01-01"
2995907,"trackplay","2022-01-29 00:11:34.000 -0800","3rd Eye Vision","Hieroglyphics","The Who",52738,12,"Street Sounds","Hip Hop","[""Vitamin D""]","","2022-01-28 21:57:35.000 -0800","1998-03-24"
2995906,"trackplay","2022-01-29 00:06:59.000 -0800","A Book of Human Language (Accompanied by Mumbles)","Aceyalone","The Balance",52738,12,"Street Sounds","Hip Hop","[""Vitamin D""]","","2022-01-28 21:57:35.000 -0800","1998-04-14"
2995905,"trackplay","2022-01-29 00:03:30.000 -0800","World Ultimate","The Nonce","Bus Stops",52738,12,"Street Sounds","Hip Hop","[""Vitamin D""]","","2022-01-28 21:57:35.000 -0800","2014-11-26"
2995904,"trackplay","2022-01-29 00:01:28.000 -0800","40 Daze & 40 Mics","Blackalicious","A to G",52738,12,"Street Sounds","Hip Hop","[""Vitamin D""]","","2022-01-28 21:57:35.000 -0800","\N"
2995903,"trackplay","2022-01-28 23:55:22.000 -0800","Swimming","Mac Miller","Self Care",52738,12,"Street Sounds","Hip Hop","[""Vitamin D""]","","2022-01-28 21:57:35.000 -0800","2018-08-03"
2995902,"trackplay","2022-01-28 23:53:16.000 -0800","\N","2 Chains","Mortgage Free",52738,12,"Street Sounds","Hip Hop","[""Vitamin D""]","","2022-01-28 21:57:35.000 -0800","\N"
2995901,"trackplay","2022-01-28 23:48:49.000 -0800","Super Tecmo Bo","Boldy James","Bumps and Bruises",52738,12,"Street Sounds","Hip Hop","[""Vitamin D""]","","2022-01-28 21:57:35.000 -0800","2021-12-14"
2995900,"trackplay","2022-01-28 23:45:48.000 -0800","The Product Is You","Smino","I Deserve",52738,12,"Street Sounds","Hip Hop","[""Vitamin D""]","","2022-01-28 21:57:35.000 -0800","2017-02-25"
2995899,"trackplay","2022-01-28 23:41:20.000 -0800","From A Bird’s Eye View","Cordae feat. Freddie Gibbs, Nas & Stevie Wonder","Champagne Glasses",52738,12,"Street Sounds","Hip Hop","[""Vitamin D""]","","2022-01-28 21:57:35.000 -0800","2022-01-14"
2995898,"trackplay","2022-01-28 23:39:05.000 -0800","The Don & Eye","The Musalini & 9th Wonder feat. 38 Spesh","Don Music",52738,12,"Street Sounds","Hip Hop","[""Vitamin D""]","","2022-01-28 21:57:35.000 -0800","2022-01-10"
2995897,"trackplay","2022-01-28 23:32:49.000 -0800","Wiz Got Wings","Cardo, Sledgren & Wiz Khalifa","Blacc Tarantino",52738,12,"Street Sounds","Hip Hop","[""Vitamin D""]","","2022-01-28 21:57:35.000 -0800","2021-12-10"
2995896,"trackplay","2022-01-28 23:28:38.000 -0800","\N","KRS‐One","Respect",52738,12,"Street Sounds","Hip Hop","[""Vitamin D""]","","2022-01-28 21:57:35.000 -0800","\N"
2995895,"trackplay","2022-01-28 23:23:37.000 -0800","\N","Roc Marciano","1000 MILE STARE",52738,12,"Street Sounds","Hip Hop","[""Vitamin D""]","","2022-01-28 21:57:35.000 -0800","\N"
2995894,"trackplay","2022-01-28 23:21:50.000 -0800","Disco!","MIKE","Aww (Zaza)",52738,12,"Street Sounds","Hip Hop","[""Vitamin D""]","","2022-01-28 21:57:35.000 -0800","2021-06-21"
2995893,"trackplay","2022-01-28 23:15:51.000 -0800","\N","The Heavy Trafickerz","Run It Up",52738,12,"Street Sounds","Hip Hop","[""Vitamin D""]","","2022-01-28 21:57:35.000 -0800","\N"
2995892,"trackplay","2022-01-28 23:10:53.000 -0800","Food for Thought","Che Noir","Table for 3",52738,12,"Street Sounds","Hip Hop","[""Vitamin D""]","","2022-01-28 21:57:35.000 -0800","2022-01-21"
2995891,"trackplay","2022-01-28 23:01:20.000 -0800","\N","The Game/ Kanye West","Easy",52738,12,"Street Sounds","Hip Hop","[""Vitamin D""]","","2022-01-28 21:57:35.000 -0800","\N"
2995890,"trackplay","2022-01-28 22:58:07.000 -0800","Magic","Nas, A$AP Rocky & DJ Premier","Wave Gods",52738,12,"Street Sounds","Hip Hop","[""Vitamin D""]","","2022-01-28 21:57:35.000 -0800","2021-12-24"
2995889,"trackplay","2022-01-28 22:57:03.000 -0800","\N","Your Cousin Alex","Profit",52738,12,"Street Sounds","Hip Hop","[""Vitamin D""]","","2022-01-28 21:57:35.000 -0800","\N"
2995888,"trackplay","2022-01-28 22:53:45.000 -0800","\N","Stove God Cooks","That's the Game",52738,12,"Street Sounds","Hip Hop","[""Vitamin D""]","","2022-01-28 21:57:35.000 -0800","\N"
2995887,"trackplay","2022-01-28 22:52:22.000 -0800","Sick!","Earl Sweatshirt","Titanic",52738,12,"Street Sounds","Hip Hop","[""Vitamin D""]","","2022-01-28 21:57:35.000 -0800","2022-01-14"
2995886,"trackplay","2022-01-28 22:44:34.000 -0800","\N","Ransom","All The Kings Men",52738,12,"Street Sounds","Hip Hop","[""Vitamin D""]","","2022-01-28 21:57:35.000 -0800","\N"
2995885,"trackplay","2022-01-28 22:40:57.000 -0800","\N","Rick Ross FT. Anderson Paak","Not for Nothin’",52738,12,"Street Sounds","Hip Hop","[""Vitamin D""]","","2022-01-28 21:57:35.000 -0800","\N"
2995884,"trackplay","2022-01-28 22:37:46.000 -0800","\N","Saba FT. Krayzie Bone","Come My Way",52738,12,"Street Sounds","Hip Hop","[""Vitamin D""]","","2022-01-28 21:57:35.000 -0800","\N"
2995883,"trackplay","2022-01-28 22:30:21.000 -0800","American Horror Story","EARTHGANG","American Horror Story",52738,12,"Street Sounds","Hip Hop","[""Vitamin D""]","","2022-01-28 21:57:35.000 -0800","2021-12-08"
2995882,"trackplay","2022-01-28 22:26:57.000 -0800","\N","Benny The Butcher t. J Cole","Jonny P's Caddy",52738,12,"Street Sounds","Hip Hop","[""Vitamin D""]","","2022-01-28 21:57:35.000 -0800","\N"
2995881,"trackplay","2022-01-28 22:23:54.000 -0800","Balens Cho (Hot Candles)","Mach‐Hommy","SELF LUH",52738,12,"Street Sounds","Hip Hop","[""Vitamin D""]","","2022-01-28 21:57:35.000 -0800","2021-12-04"
2995880,"trackplay","2022-01-28 22:17:56.000 -0800","\N","C-Red","Tired",52738,12,"Street Sounds","Hip Hop","[""Vitamin D""]","","2022-01-28 21:57:35.000 -0800","\N"
2995879,"trackplay","2022-01-28 22:15:26.000 -0800","\N","7XETHEGENIUS","BREAK SOUL",52738,12,"Street Sounds","Hip Hop","[""Vitamin D""]","","2022-01-28 21:57:35.000 -0800","\N"
2995878,"trackplay","2022-01-28 22:13:57.000 -0800","\N","Riian Raquel","LOVELY",52738,12,"Street Sounds","Hip Hop","[""Vitamin D""]","","2022-01-28 21:57:35.000 -0800","\N"
2995877,"trackplay","2022-01-28 22:11:11.000 -0800","\N","Uniq","Mr. Amazon",52738,12,"Street Sounds","Hip Hop","[""Vitamin D""]","","2022-01-28 21:57:35.000 -0800","\N"
2995876,"trackplay","2022-01-28 22:08:18.000 -0800","\N","Raposody Ft. Bilal","Don't Cry For Me",52738,12,"Street Sounds","Hip Hop","[""Vitamin D""]","","2022-01-28 21:57:35.000 -0800","\N"
2995875,"trackplay","2022-01-28 22:03:00.000 -0800","Food for Thought","Che Noir feat. 7xvethegenius & Armani Ceasar","Ladies Brunch",52738,12,"Street Sounds","Hip Hop","[""Vitamin D""]","","2022-01-28 21:57:35.000 -0800","2022-01-21"
2995874,"trackplay","2022-01-28 21:57:19.000 -0800","Rush","Raveena","Rush",52737,22,"Friday Night","Rock,Eclectic,Variety Mix","[""Michele Myers""]","Continuing my Instruments series with a spotlight on Drummers! Suggestions? dj@kexp.org or Twitter and Instagram @djmichelemyers","2022-01-28 19:02:00.000 -0800","2022-01-14"
2995872,"trackplay","2022-01-28 21:52:58.000 -0800","Why Try Harder: The Greatest Hits","Fatboy Slim","That Old Pair of Jeans (radio edit)",52737,22,"Friday Night","Rock,Eclectic,Variety Mix","[""Michele Myers""]","Continuing my Instruments series with a spotlight on Drummers! Suggestions? dj@kexp.org or Twitter and Instagram @djmichelemyers","2022-01-28 19:02:00.000 -0800","2006-01-01"
2995871,"trackplay","2022-01-28 21:49:10.000 -0800","The Suffers","The Suffers","Gwan",52737,22,"Friday Night","Rock,Eclectic,Variety Mix","[""Michele Myers""]","Continuing my Instruments series with a spotlight on Drummers! Suggestions? dj@kexp.org or Twitter and Instagram @djmichelemyers","2022-01-28 19:02:00.000 -0800","2016-01-12"
2995870,"trackplay","2022-01-28 21:43:29.000 -0800","Roseland NYC Live","Portishead","Roads",52737,22,"Friday Night","Rock,Eclectic,Variety Mix","[""Michele Myers""]","Continuing my Instruments series with a spotlight on Drummers! Suggestions? dj@kexp.org or Twitter and Instagram @djmichelemyers","2022-01-28 19:02:00.000 -0800","1998-11-02"
2995868,"trackplay","2022-01-28 21:37:18.000 -0800","Hottest Hits","Hot Chocolate","Every 1’s a Winner",52737,22,"Friday Night","Rock,Eclectic,Variety Mix","[""Michele Myers""]","Continuing my Instruments series with a spotlight on Drummers! Suggestions? dj@kexp.org or Twitter and Instagram @djmichelemyers","2022-01-28 19:02:00.000 -0800","2009-01-25"
2995867,"trackplay","2022-01-28 21:33:09.000 -0800","Entreprise - Année 2","Julia Jean Baptiste","Confetti",52737,22,"Friday Night","Rock,Eclectic,Variety Mix","[""Michele Myers""]","Continuing my Instruments series with a spotlight on Drummers! Suggestions? dj@kexp.org or Twitter and Instagram @djmichelemyers","2022-01-28 19:02:00.000 -0800","2014-12-08"
2995866,"trackplay","2022-01-28 21:29:41.000 -0800","How Deep Is Your Love","Calvin Harris & Disciples","How Deep Is Your Love",52737,22,"Friday Night","Rock,Eclectic,Variety Mix","[""Michele Myers""]","Continuing my Instruments series with a spotlight on Drummers! Suggestions? dj@kexp.org or Twitter and Instagram @djmichelemyers","2022-01-28 19:02:00.000 -0800","2015-07-17"
2995865,"trackplay","2022-01-28 21:26:35.000 -0800","African Giant","Burna Boy","Anybody",52737,22,"Friday Night","Rock,Eclectic,Variety Mix","[""Michele Myers""]","Continuing my Instruments series with a spotlight on Drummers! Suggestions? dj@kexp.org or Twitter and Instagram @djmichelemyers","2022-01-28 19:02:00.000 -0800","2019-07-25"
2995864,"trackplay","2022-01-28 21:22:33.000 -0800","Blue Lines","Massive Attack","Be Thankful For What You’ve Got",52737,22,"Friday Night","Rock,Eclectic,Variety Mix","[""Michele Myers""]","Continuing my Instruments series with a spotlight on Drummers! Suggestions? dj@kexp.org or Twitter and Instagram @djmichelemyers","2022-01-28 19:02:00.000 -0800","1991-04-08"
2995863,"trackplay","2022-01-28 21:18:49.000 -0800","A Long Walk","Jill Scott","A Long Walk",52737,22,"Friday Night","Rock,Eclectic,Variety Mix","[""Michele Myers""]","Continuing my Instruments series with a spotlight on Drummers! Suggestions? dj@kexp.org or Twitter and Instagram @djmichelemyers","2022-01-28 19:02:00.000 -0800","2000-01-01"
2995861,"trackplay","2022-01-28 21:13:16.000 -0800","Oonops Drops","Mankoora","Sonor Tropical",52737,22,"Friday Night","Rock,Eclectic,Variety Mix","[""Michele Myers""]","Continuing my Instruments series with a spotlight on Drummers! Suggestions? dj@kexp.org or Twitter and Instagram @djmichelemyers","2022-01-28 19:02:00.000 -0800","2018-01-01"
2995860,"trackplay","2022-01-28 21:09:15.000 -0800","Umbrella","Rihanna feat. Jay‐Z","Umbrella",52737,22,"Friday Night","Rock,Eclectic,Variety Mix","[""Michele Myers""]","Continuing my Instruments series with a spotlight on Drummers! Suggestions? dj@kexp.org or Twitter and Instagram @djmichelemyers","2022-01-28 19:02:00.000 -0800","2007-03-29"
2995859,"trackplay","2022-01-28 21:04:18.000 -0800","6 Underground","Sneaker Pimps","Six Underground (The Perfecto mix)",52737,22,"Friday Night","Rock,Eclectic,Variety Mix","[""Michele Myers""]","Continuing my Instruments series with a spotlight on Drummers! Suggestions? dj@kexp.org or Twitter and Instagram @djmichelemyers","2022-01-28 19:02:00.000 -0800","1996-09-30"
2995858,"trackplay","2022-01-28 21:02:10.000 -0800","Fragments","Bonobo","Rosewood",52737,22,"Friday Night","Rock,Eclectic,Variety Mix","[""Michele Myers""]","Continuing my Instruments series with a spotlight on Drummers! Suggestions? dj@kexp.org or Twitter and Instagram @djmichelemyers","2022-01-28 19:02:00.000 -0800","2022-01-14"
2995857,"trackplay","2022-01-28 20:58:42.000 -0800","When Life Gives You Lemons, You Paint That Shit Gold","Atmosphere","Puppets",52737,22,"Friday Night","Rock,Eclectic,Variety Mix","[""Michele Myers""]","Continuing my Instruments series with a spotlight on Drummers! Suggestions? dj@kexp.org or Twitter and Instagram @djmichelemyers","2022-01-28 19:02:00.000 -0800","2008-04-18"
2995856,"trackplay","2022-01-28 20:56:33.000 -0800","Motivation","Normani","Motivation",52737,22,"Friday Night","Rock,Eclectic,Variety Mix","[""Michele Myers""]","Continuing my Instruments series with a spotlight on Drummers! Suggestions? dj@kexp.org or Twitter and Instagram @djmichelemyers","2022-01-28 19:02:00.000 -0800","2019-08-16"
2995855,"trackplay","2022-01-28 20:53:08.000 -0800","Axis: Bold as Love","The Jimi Hendrix Experience","Little Wing",52737,22,"Friday Night","Rock,Eclectic,Variety Mix","[""Michele Myers""]","Continuing my Instruments series with a spotlight on Drummers! Suggestions? dj@kexp.org or Twitter and Instagram @djmichelemyers","2022-01-28 19:02:00.000 -0800","1967-12-01"
